datetime,dwords
2019-10-23T15:19:21+09:00,"['word290', 'word107', 'word291', 'word292']"
2019-10-23T14:51:01+09:00,"['word293', 'word294']"
2019-10-23T14:50:31+09:00,"['word293', 'word294']"
2019-10-23T14:50:28+09:00,"['word293', 'word294']"
2019-10-23T14:50:27+09:00,"['word293', 'word294']"
2019-10-23T14:50:17+09:00,"['word293', 'word294']"
2019-10-23T14:50:11+09:00,"['word293', 'word294']"
2019-10-23T14:50:09+09:00,"['word293', 'word294']"
2019-10-23T14:50:01+09:00,"['word293', 'word294']"
2019-10-23T14:49:52+09:00,"['word293', 'word294']"
2019-10-23T14:49:27+09:00,"['word293', 'word294']"
2019-10-23T14:49:23+09:00,"['word293', 'word294']"
2019-10-23T14:49:06+09:00,"['word293', 'word294']"
2019-10-23T14:47:52+09:00,['word293']
2019-10-23T14:47:47+09:00,['word293']
2019-10-23T14:23:19+09:00,"['word290', 'word107', 'word291', 'word292']"
2019-10-23T14:23:11+09:00,"['word295', 'word296']"
2019-10-23T14:22:33+09:00,"['word295', 'word296']"
2019-10-23T14:21:59+09:00,"['word297', 'word291']"
2019-10-23T13:21:38+09:00,"['word298', 'word279', 'word160']"
2019-10-23T13:21:27+09:00,"['word298', 'word279']"
2019-10-23T13:21:08+09:00,"['word298', 'word160']"
2019-10-23T13:21:01+09:00,"['word298', 'word299']"
2019-10-23T13:20:50+09:00,"['word298', 'word300', 'word301']"
2019-10-23T12:26:28+09:00,"['word33', 'word302', 'word100']"
2019-10-23T12:16:59+09:00,"['word33', 'word302', 'word100']"
2019-10-23T12:16:43+09:00,"['word33', 'word303']"
2019-10-23T12:16:06+09:00,"['word33', 'word303']"
2019-10-23T12:14:27+09:00,"['word33', 'word0']"
2019-10-23T12:13:47+09:00,"['word47', 'word68', 'word79']"
2019-10-23T12:13:18+09:00,"['word47', 'word68', 'word79']"
2019-10-23T12:12:45+09:00,"['word47', 'word68', 'word79']"
2019-10-21T16:21:56+09:00,"['word47', 'word68', 'word79']"
2019-10-21T16:15:16+09:00,"['word47', 'word68', 'word79']"
2019-10-21T15:14:27+09:00,"['word33', 'word304', 'word108']"
2019-10-21T15:14:17+09:00,"['word33', 'word304']"
2019-10-21T15:04:13+09:00,"['word101', 'word305']"
2019-10-21T14:56:38+09:00,"['word101', 'word305']"
2019-10-21T14:56:21+09:00,"['word33', 'word306', 'word129']"
2019-10-21T14:55:05+09:00,"['word33', 'word306', 'word129']"
2019-10-21T14:55:00+09:00,"['word33', 'word306']"
2019-10-21T14:12:24+09:00,"['word0', 'word262']"
2019-10-21T14:12:03+09:00,"['word47', 'word307']"
2019-10-21T13:11:19+09:00,"['word0', 'word308']"
2019-10-21T13:11:06+09:00,"['word0', 'word308']"
2019-10-21T13:10:53+09:00,"['word309', 'word262', 'word0']"
2019-10-21T13:08:27+09:00,"['word309', 'word262', 'word0']"
2019-10-21T13:02:54+09:00,"['word309', 'word262', 'word0']"
2019-10-21T13:02:50+09:00,"['word309', 'word262', 'word31']"
2019-10-21T12:59:51+09:00,"['word309', 'word262', 'word31']"
2019-10-21T12:52:48+09:00,"['word33', 'word0']"
2019-10-21T12:52:39+09:00,"['word33', 'word310']"
2019-10-21T12:49:28+09:00,"['word33', 'word310']"
2019-10-21T12:48:43+09:00,"['word33', 'word310']"
2019-10-21T12:48:05+09:00,"['word33', 'word310']"
2019-10-21T12:47:57+09:00,"['word311', 'word312', 'word313', 'word314', 'word315', 'word316', 'word317', 'word318']"
2019-10-21T12:41:16+09:00,"['word309', 'word262', 'word31']"
2019-10-21T12:41:02+09:00,"['word309', 'word262', 'word319']"
2019-10-21T12:40:52+09:00,"['word309', 'word262', 'word319']"
2019-10-21T12:40:31+09:00,"['word309', 'word262', 'word319']"
2019-10-21T12:28:40+09:00,"['word320', 'word35', 'word321']"
2019-10-21T12:26:39+09:00,"['word322', 'word55', 'word225']"
2019-10-21T12:26:16+09:00,"['word322', 'word55', 'word225']"
2019-10-21T12:26:02+09:00,"['word322', 'word226', 'word225']"
2019-10-21T12:25:16+09:00,"['word322', 'word226', 'word225']"
2019-10-21T12:24:52+09:00,"['word322', 'word226', 'word225']"
2019-10-21T12:24:35+09:00,"['word185', 'word226']"
2019-10-21T12:24:14+09:00,"['word185', 'word226']"
2019-10-18T17:28:01+09:00,"['word31', 'word309']"
2019-10-18T17:27:56+09:00,"['word31', 'word309', 'word323']"
2019-10-18T17:22:30+09:00,"['word31', 'word309', 'word323']"
2019-10-18T17:22:24+09:00,"['word309', 'word323', 'word0']"
2019-10-18T17:14:26+09:00,"['word47', 'word307']"
2019-10-18T17:14:20+09:00,['word47']
2019-10-18T17:12:19+09:00,['word324']
2019-10-18T17:12:04+09:00,['word324']
2019-10-18T17:11:52+09:00,"['word325', 'word326', 'word327', 'word328', 'word329', 'word330', 'word331', 'word332']"
2019-10-18T17:07:13+09:00,"['word325', 'word326', 'word327', 'word328', 'word329', 'word330', 'word331', 'word332']"
2019-10-18T17:07:04+09:00,"['word325', 'word326', 'word327', 'word328', 'word329', 'word333', 'word331', 'word332']"
2019-10-18T17:06:31+09:00,"['word325', 'word326', 'word327', 'word328', 'word329', 'word333', 'word331', 'word332']"
2019-10-18T17:06:17+09:00,"['word334', 'word335']"
2019-10-18T16:36:09+09:00,"['word47', 'word80']"
2019-10-18T16:35:52+09:00,"['word47', 'word80']"
2019-10-18T16:35:46+09:00,"['word47', 'word40', 'word336']"
2019-10-18T16:17:13+09:00,"['word47', 'word40', 'word336']"
2019-10-18T16:17:00+09:00,['word47']
2019-10-18T16:13:05+09:00,"['word47', 'word337']"
2019-10-18T16:13:01+09:00,"['word47', 'word337', 'word338']"
2019-10-18T16:13:01+09:00,"['word47', 'word337', 'word338']"
2019-10-18T16:13:00+09:00,"['word47', 'word337', 'word338']"
2019-10-18T15:16:46+09:00,"['word33', 'word339']"
2019-10-18T15:16:29+09:00,"['word80', 'word52', 'word47']"
2019-10-18T15:13:25+09:00,"['word31', 'word340', 'word341']"
2019-10-18T15:13:00+09:00,"['word31', 'word340', 'word341']"
2019-10-18T15:12:53+09:00,"['word31', 'word342']"
2019-10-18T15:11:21+09:00,"['word31', 'word342']"
2019-10-18T12:40:34+09:00,"['word47', 'word80', 'word24', 'word27']"
2019-10-18T12:39:48+09:00,"['word47', 'word80', 'word24', 'word27']"
2019-10-18T12:38:52+09:00,"['word47', 'word15', 'word315', 'word52']"
2019-10-18T12:25:48+09:00,"['word80', 'word52', 'word47']"
2019-10-18T12:25:45+09:00,"['word80', 'word52']"
2019-10-18T12:25:33+09:00,"['word18', 'word332']"
2019-10-18T12:24:44+09:00,"['word33', 'word80', 'word315', 'word68']"
2019-10-18T12:24:26+09:00,"['word33', 'word80', 'word315', 'word68']"
2019-10-18T12:24:04+09:00,"['word33', 'word80', 'word315', 'word68', 'word119']"
2019-10-18T12:22:35+09:00,"['word33', 'word80', 'word315', 'word68', 'word119']"
2019-10-18T12:22:29+09:00,"['word33', 'word80', 'word315', 'word68']"
2019-10-18T12:17:41+09:00,"['word33', 'word80', 'word315', 'word68']"
2019-10-17T16:52:53+09:00,"['word18', 'word332']"
2019-10-17T16:52:31+09:00,['word343']
2019-10-17T16:46:57+09:00,['word343']
2019-10-17T16:45:58+09:00,['word343']
2019-10-17T16:43:09+09:00,"['word47', 'word15', 'word315', 'word52']"
2019-10-17T16:19:50+09:00,"['word33', 'word80', 'word315', 'word68']"
2019-10-17T16:19:27+09:00,"['word33', 'word80', 'word315', 'word68']"
2019-10-17T16:19:08+09:00,"['word80', 'word344', 'word68', 'word47']"
2019-10-17T16:18:53+09:00,"['word80', 'word344', 'word68', 'word47']"
2019-10-17T16:15:46+09:00,"['word80', 'word344', 'word68', 'word47']"
2019-10-17T16:15:33+09:00,"['word80', 'word344', 'word68', 'word47']"
2019-10-17T16:15:17+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-17T16:14:43+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-17T16:13:33+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-17T16:13:08+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-17T16:12:45+09:00,"['word47', 'word68', 'word78']"
2019-10-17T16:12:22+09:00,"['word47', 'word68', 'word78']"
2019-10-17T16:10:08+09:00,"['word47', 'word345']"
2019-10-17T16:09:12+09:00,"['word47', 'word345']"
2019-10-17T16:08:52+09:00,"['word47', 'word345']"
2019-10-17T16:05:59+09:00,"['word47', 'word346', 'word315', 'word52']"
2019-10-17T16:03:33+09:00,"['word47', 'word346', 'word315', 'word52']"
2019-10-17T16:03:08+09:00,"['word47', 'word346', 'word315', 'word52']"
2019-10-17T16:02:58+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-17T16:01:41+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-17T15:59:53+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-17T14:59:47+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-17T14:55:22+09:00,"['word47', 'word40', 'word60']"
2019-10-17T14:55:06+09:00,"['word47', 'word347', 'word60']"
2019-10-17T14:53:12+09:00,"['word47', 'word347', 'word60']"
2019-10-17T14:52:20+09:00,"['word47', 'word348']"
2019-10-17T14:51:48+09:00,"['word47', 'word348']"
2019-10-17T14:51:21+09:00,"['word47', 'word348']"
2019-10-17T14:51:14+09:00,"['word47', 'word349', 'word321']"
2019-10-17T14:50:54+09:00,"['word47', 'word349', 'word321']"
2019-10-17T14:46:35+09:00,"['word47', 'word26', 'word60', 'word16']"
2019-10-17T14:46:09+09:00,"['word47', 'word26', 'word60', 'word16']"
2019-10-17T14:46:09+09:00,"['word47', 'word52']"
2019-10-17T14:46:00+09:00,"['word47', 'word52', 'word60']"
2019-10-17T14:45:42+09:00,"['word47', 'word52', 'word60']"
2019-10-17T14:45:03+09:00,"['word47', 'word52', 'word60']"
2019-10-17T14:44:58+09:00,"['word47', 'word52']"
2019-10-17T14:44:38+09:00,"['word47', 'word26', 'word60', 'word16']"
2019-10-17T14:43:24+09:00,"['word47', 'word26', 'word60', 'word16']"
2019-10-17T14:43:00+09:00,"['word47', 'word26', 'word60']"
2019-10-17T14:41:58+09:00,"['word47', 'word346', 'word26', 'word60']"
2019-10-17T14:41:52+09:00,"['word47', 'word346', 'word26', 'word51']"
2019-10-17T14:41:41+09:00,"['word47', 'word346', 'word12', 'word26']"
2019-10-17T14:41:32+09:00,"['word47', 'word346', 'word26', 'word51']"
2019-10-17T14:40:52+09:00,"['word47', 'word346', 'word26', 'word51']"
2019-10-17T14:40:29+09:00,"['word47', 'word346', 'word60']"
2019-10-17T14:40:13+09:00,"['word47', 'word346', 'word315', 'word52']"
2019-10-17T14:32:22+09:00,"['word334', 'word350', 'word351', 'word346', 'word312', 'word352']"
2019-10-17T14:31:23+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-17T14:27:39+09:00,"['word47', 'word346', 'word315', 'word52']"
2019-10-17T14:17:24+09:00,"['word47', 'word346', 'word315', 'word52']"
2019-10-17T14:17:20+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-17T14:17:03+09:00,"['word47', 'word80', 'word353', 'word354']"
2019-10-17T14:10:38+09:00,"['word47', 'word80', 'word353', 'word354']"
2019-10-17T14:05:52+09:00,"['word47', 'word80', 'word353', 'word354']"
2019-10-17T14:05:35+09:00,"['word47', 'word80', 'word353']"
2019-10-17T14:05:22+09:00,"['word47', 'word16', 'word52']"
2019-10-17T13:55:59+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-17T13:53:53+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-17T13:51:35+09:00,"['word47', 'word16', 'word52']"
2019-10-17T13:51:30+09:00,"['word47', 'word16', 'word346']"
2019-10-17T13:50:46+09:00,"['word47', 'word16', 'word346']"
2019-10-17T13:50:14+09:00,"['word47', 'word16', 'word346']"
2019-10-17T13:49:49+09:00,"['word47', 'word16', 'word52']"
2019-10-17T13:49:35+09:00,"['word47', 'word16', 'word52']"
2019-10-17T13:49:26+09:00,"['word47', 'word16', 'word346']"
2019-10-17T13:49:20+09:00,"['word47', 'word16', 'word346']"
2019-10-17T13:49:14+09:00,"['word47', 'word16', 'word26']"
2019-10-17T13:49:00+09:00,"['word47', 'word16', 'word26']"
2019-10-17T13:46:37+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-17T13:46:28+09:00,['word47']
2019-10-17T13:41:29+09:00,"['word311', 'word312', 'word313', 'word314', 'word315', 'word316', 'word317', 'word318']"
2019-10-17T13:36:54+09:00,"['word311', 'word312', 'word313', 'word314', 'word315', 'word316', 'word317', 'word318']"
2019-10-15T16:05:57+09:00,"['word47', 'word355', 'word356']"
2019-10-15T16:05:12+09:00,"['word47', 'word355', 'word356']"
2019-10-15T16:04:56+09:00,"['word47', 'word356', 'word357']"
2019-10-15T16:04:05+09:00,"['word47', 'word356', 'word357']"
2019-10-15T15:59:43+09:00,"['word47', 'word356', 'word357']"
2019-10-15T15:59:18+09:00,['word47']
2019-10-15T15:56:58+09:00,"['word47', 'word26', 'word60']"
2019-10-15T15:56:34+09:00,"['word47', 'word347', 'word60']"
2019-10-15T15:56:25+09:00,"['word47', 'word40', 'word60']"
2019-10-15T15:55:26+09:00,"['word47', 'word40', 'word60']"
2019-10-15T15:55:17+09:00,"['word47', 'word40']"
2019-10-15T15:54:37+09:00,"['word47', 'word40']"
2019-10-15T15:48:30+09:00,"['word33', 'word358', 'word359']"
2019-10-15T15:36:22+09:00,"['word101', 'word66', 'word267']"
2019-10-15T15:36:18+09:00,"['word33', 'word6', 'word66']"
2019-10-15T15:35:58+09:00,"['word33', 'word6']"
2019-10-15T15:27:26+09:00,['word66']
2019-10-15T15:19:34+09:00,"['word33', 'word6']"
2019-10-15T15:19:31+09:00,"['word33', 'word6', 'word341', 'word360', 'word66']"
2019-10-15T15:15:06+09:00,"['word33', 'word6', 'word341', 'word360', 'word66']"
2019-10-15T15:14:57+09:00,"['word33', 'word6', 'word341', 'word360']"
2019-10-15T15:14:45+09:00,"['word33', 'word146']"
2019-10-15T15:14:24+09:00,"['word361', 'word362']"
2019-10-15T14:57:34+09:00,"['word363', 'word364']"
2019-10-15T14:53:39+09:00,"['word119', 'word349']"
2019-10-15T14:53:33+09:00,"['word119', 'word349']"
2019-10-15T14:50:16+09:00,"['word33', 'word365']"
2019-10-15T14:49:52+09:00,"['word366', 'word348', 'word57', 'word33']"
2019-10-15T14:49:45+09:00,"['word366', 'word348', 'word57', 'word33']"
2019-10-15T14:49:35+09:00,"['word366', 'word348', 'word57', 'word47']"
2019-10-15T14:47:00+09:00,"['word366', 'word348', 'word57', 'word47']"
2019-10-15T14:46:08+09:00,"['word366', 'word348', 'word57', 'word47']"
2019-10-15T14:35:32+09:00,"['word363', 'word367']"
2019-10-15T14:06:51+09:00,"['word363', 'word367']"
2019-10-15T14:06:47+09:00,['word363']
2019-10-15T14:06:35+09:00,['word363']
2019-10-15T14:05:46+09:00,"['word366', 'word348', 'word57', 'word47']"
2019-10-15T14:05:31+09:00,"['word366', 'word348', 'word57', 'word47']"
2019-10-15T14:05:19+09:00,"['word366', 'word348', 'word57', 'word47']"
2019-10-15T14:05:06+09:00,"['word47', 'word348', 'word57']"
2019-10-15T14:04:41+09:00,"['word47', 'word17']"
2019-10-15T13:57:10+09:00,"['word47', 'word368', 'word332']"
2019-10-15T13:52:16+09:00,"['word47', 'word17']"
2019-10-15T13:52:13+09:00,['word47']
2019-10-15T13:45:47+09:00,"['word47', 'word80', 'word353']"
2019-10-15T13:45:44+09:00,"['word47', 'word80']"
2019-10-15T13:40:53+09:00,"['word47', 'word80']"
2019-10-15T13:40:43+09:00,"['word47', 'word369']"
2019-10-15T13:40:15+09:00,"['word47', 'word80', 'word304', 'word27']"
2019-10-15T13:39:11+09:00,"['word47', 'word80', 'word304', 'word27']"
2019-10-15T13:38:42+09:00,"['word47', 'word80', 'word304', 'word27']"
2019-10-15T13:38:32+09:00,"['word47', 'word80', 'word137', 'word27']"
2019-10-15T13:37:36+09:00,"['word47', 'word80', 'word137', 'word27']"
2019-10-15T13:37:23+09:00,"['word47', 'word80', 'word353']"
2019-10-15T13:34:46+09:00,"['word47', 'word80', 'word353']"
2019-10-15T13:34:34+09:00,"['word47', 'word80', 'word315', 'word68', 'word370']"
2019-10-15T13:34:09+09:00,"['word47', 'word80', 'word315', 'word68', 'word370']"
2019-10-15T13:06:49+09:00,"['word47', 'word366', 'word57']"
2019-10-15T13:06:34+09:00,"['word47', 'word366', 'word57']"
2019-10-15T13:06:04+09:00,"['word47', 'word366', 'word57']"
2019-10-15T13:05:53+09:00,"['word47', 'word348', 'word57']"
2019-10-15T13:04:48+09:00,"['word85', 'word371', 'word372']"
2019-10-15T12:56:38+09:00,"['word47', 'word348', 'word57']"
2019-10-15T12:55:06+09:00,"['word47', 'word348', 'word57']"
2019-10-15T12:54:50+09:00,"['word47', 'word373', 'word374']"
2019-10-15T12:52:17+09:00,"['word47', 'word373', 'word374']"
2019-10-15T12:52:17+09:00,"['word47', 'word373', 'word374']"
2019-10-15T12:52:16+09:00,"['word47', 'word373', 'word374']"
2019-10-15T12:52:06+09:00,"['word47', 'word80', 'word315', 'word68', 'word370']"
2019-10-15T12:47:45+09:00,"['word375', 'word376', 'word377', 'word378', 'word379']"
2019-10-15T12:47:21+09:00,"['word375', 'word376', 'word377', 'word378', 'word379']"
2019-10-15T12:41:58+09:00,"['word47', 'word80', 'word315', 'word68', 'word370']"
2019-10-15T12:41:43+09:00,"['word47', 'word80', 'word315', 'word380', 'word370']"
2019-10-15T12:41:18+09:00,"['word47', 'word80', 'word315', 'word68', 'word370']"
2019-10-15T12:41:12+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-15T12:41:03+09:00,"['word47', 'word68', 'word78']"
2019-10-15T12:40:48+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-15T12:34:09+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-15T12:33:09+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-15T12:31:45+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-15T12:31:28+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-15T12:30:55+09:00,"['word47', 'word80', 'word315', 'word68']"
2019-10-15T12:30:45+09:00,['word47']
2019-10-15T12:25:21+09:00,"['word47', 'word369']"
2019-10-15T12:24:57+09:00,"['word47', 'word369']"
2019-10-15T12:22:33+09:00,"['word47', 'word369']"
2019-10-15T12:21:41+09:00,"['word47', 'word369']"
2019-10-15T12:19:46+09:00,"['word47', 'word381']"
2019-10-15T12:19:44+09:00,['word47']
2019-10-11T15:44:13+09:00,"['word382', 'word383']"
2019-10-11T15:44:03+09:00,"['word382', 'word383']"
2019-10-11T15:43:54+09:00,"['word382', 'word383']"
2019-10-11T15:43:52+09:00,"['word382', 'word383']"
2019-10-11T15:43:50+09:00,"['word382', 'word383']"
2019-10-11T15:43:46+09:00,"['word382', 'word383']"
2019-10-11T15:43:38+09:00,"['word382', 'word383']"
2019-10-11T15:43:26+09:00,"['word382', 'word383']"
2019-10-11T15:43:19+09:00,"['word382', 'word383']"
2019-10-11T15:43:11+09:00,"['word382', 'word383']"
2019-10-11T15:43:08+09:00,"['word382', 'word383']"
2019-10-11T15:43:05+09:00,"['word382', 'word383']"
2019-10-11T15:43:00+09:00,"['word382', 'word383']"
2019-10-11T15:42:58+09:00,"['word382', 'word383']"
2019-10-11T15:42:54+09:00,"['word382', 'word383']"
2019-10-11T15:42:47+09:00,"['word382', 'word383']"
2019-10-11T15:42:44+09:00,"['word382', 'word383']"
2019-10-11T15:42:41+09:00,"['word382', 'word383']"
2019-10-11T15:42:32+09:00,"['word382', 'word383']"
2019-10-11T15:42:24+09:00,"['word382', 'word383']"
2019-10-11T15:42:18+09:00,"['word382', 'word383']"
2019-10-11T15:42:15+09:00,"['word382', 'word383']"
2019-10-11T15:42:00+09:00,"['word382', 'word383']"
2019-10-11T15:41:54+09:00,"['word382', 'word383']"
2019-10-11T15:41:45+09:00,"['word382', 'word383']"
2019-10-11T15:41:44+09:00,"['word382', 'word383']"
2019-10-11T15:41:41+09:00,"['word382', 'word383']"
2019-10-11T15:41:34+09:00,"['word382', 'word383']"
2019-10-11T15:41:32+09:00,"['word382', 'word383']"
2019-10-11T15:41:18+09:00,"['word382', 'word384']"
2019-10-11T15:41:02+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:59+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:36+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:16+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:09+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:39:12+09:00,['word382']
2019-10-11T15:38:22+09:00,['word388']
2019-10-11T15:38:11+09:00,['word388']
2019-10-11T15:37:51+09:00,['word388']
2019-10-11T15:37:27+09:00,['word388']
2019-10-11T15:16:27+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T15:16:26+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T15:05:24+09:00,['word389']
2019-10-11T14:56:02+09:00,"['word390', 'word150', 'word391']"
2019-10-11T14:55:19+09:00,"['word390', 'word150', 'word391']"
2019-10-11T14:55:05+09:00,['word392']
2019-10-11T14:54:43+09:00,['word392']
2019-10-11T14:52:31+09:00,['word392']
2019-10-11T14:52:17+09:00,['word392']
2019-10-11T14:52:04+09:00,['word392']
2019-10-11T14:51:52+09:00,['word392']
2019-10-11T14:51:36+09:00,['word392']
2019-10-11T14:51:20+09:00,['word392']
2019-10-11T14:50:46+09:00,['word392']
2019-10-11T14:50:38+09:00,['word392']
2019-10-11T12:41:06+09:00,"['word47', 'word332', 'word393', 'word394']"
2019-10-11T12:41:03+09:00,"['word47', 'word332']"
2019-10-11T12:39:59+09:00,"['word47', 'word332']"
2019-10-11T12:39:49+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T12:10:34+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T12:10:33+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T12:10:22+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-11T12:09:35+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-11T12:09:30+09:00,"['word47', 'word346']"
2019-10-11T12:09:13+09:00,"['word47', 'word346']"
2019-10-10T19:38:27+09:00,"['word325', 'word326', 'word327', 'word328', 'word329', 'word395', 'word331', 'word332']"
2019-10-10T19:38:12+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:36:49+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:32:48+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:30:28+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:14:12+09:00,"['word47', 'word368']"
2019-10-10T19:14:04+09:00,"['word47', 'word4', 'word369']"
2019-10-10T19:11:51+09:00,"['word47', 'word4', 'word369']"
2019-10-10T19:11:41+09:00,"['word47', 'word381']"
2019-10-10T19:10:34+09:00,"['word47', 'word381']"
2019-10-10T19:10:28+09:00,"['word47', 'word17']"
2019-10-10T19:03:56+09:00,"['word47', 'word17']"
2019-10-10T19:03:45+09:00,"['word47', 'word17']"
2019-10-10T19:01:55+09:00,"['word47', 'word17']"
2019-10-10T18:55:05+09:00,['word332']
2019-10-10T18:52:11+09:00,"['word47', 'word80', 'word397']"
2019-10-10T18:52:03+09:00,"['word47', 'word381']"
2019-10-10T18:46:38+09:00,"['word47', 'word381']"
2019-10-10T18:46:27+09:00,"['word47', 'word29']"
2019-10-10T18:45:11+09:00,"['word47', 'word29']"
2019-10-10T18:16:27+09:00,"['word47', 'word97']"
2019-10-10T18:16:20+09:00,['word47']
2019-10-10T18:07:54+09:00,['word398']
2019-10-10T17:56:45+09:00,"['word47', 'word328', 'word99', 'word52']"
2019-10-10T17:55:52+09:00,"['word47', 'word328', 'word99', 'word52']"
2019-10-10T17:53:37+09:00,"['word47', 'word328', 'word99', 'word52']"
2019-10-10T17:53:32+09:00,"['word47', 'word328', 'word99']"
2019-10-10T17:53:22+09:00,['word47']
2019-10-10T17:33:46+09:00,"['word99', 'word52', 'word47']"
2019-10-10T16:34:24+09:00,"['word399', 'word82']"
2019-10-04T18:43:33+09:00,"['word399', 'word82']"
2019-10-04T18:43:26+09:00,"['word399', 'word82']"
2019-10-04T18:43:20+09:00,['word400']
2019-10-04T18:38:10+09:00,['word400']
2019-10-04T18:22:40+09:00,"['word401', 'word130']"
2019-10-04T18:22:33+09:00,"['word402', 'word114']"
2019-10-04T18:16:50+09:00,"['word82', 'word99', 'word102']"
2019-10-04T18:16:33+09:00,"['word82', 'word403']"
2019-10-04T18:07:45+09:00,"['word402', 'word114']"
2019-10-04T18:01:11+09:00,"['word82', 'word403']"
2019-10-04T18:01:08+09:00,['word82']
2019-10-04T17:50:41+09:00,['word404']
2019-10-04T17:47:01+09:00,['word82']
2019-10-04T16:50:55+09:00,['word405']
2019-10-04T14:48:31+09:00,"['word33', 'word99', 'word102', 'word306']"
2019-10-04T14:48:10+09:00,"['word33', 'word406']"
2019-10-04T14:38:28+09:00,"['word407', 'word408']"
2019-10-04T14:38:27+09:00,"['word407', 'word408']"
2019-10-03T14:10:41+09:00,"['word33', 'word406']"
2019-10-03T14:10:15+09:00,"['word33', 'word406']"
2019-10-03T13:53:40+09:00,"['word409', 'word410', 'word411']"
2019-10-03T13:46:58+09:00,['word412']
2019-10-03T13:46:33+09:00,"['word269', 'word270', 'word351', 'word413', 'word412', 'word414']"
2019-10-03T13:43:28+09:00,"['word269', 'word270', 'word351', 'word413', 'word412', 'word414']"
2019-10-03T13:41:43+09:00,"['word113', 'word415', 'word119']"
2019-10-03T13:41:39+09:00,"['word113', 'word415']"
2019-10-03T13:41:20+09:00,"['word119', 'word113', 'word33']"
2019-10-03T13:41:02+09:00,"['word119', 'word113', 'word33']"
2019-10-03T13:35:56+09:00,"['word119', 'word113', 'word33']"
2019-10-03T13:35:48+09:00,"['word119', 'word113', 'word415']"
2019-10-03T13:27:16+09:00,"['word119', 'word113', 'word415']"
2019-10-03T13:26:49+09:00,"['word119', 'word113', 'word415']"
2019-10-03T13:26:07+09:00,"['word101', 'word113']"
2019-10-03T13:26:01+09:00,['word101']
2019-10-03T13:13:10+09:00,"['word33', 'word406']"
2019-10-03T13:00:11+09:00,"['word33', 'word406']"
2019-10-03T13:00:09+09:00,"['word33', 'word416']"
2019-10-03T12:57:53+09:00,"['word33', 'word416']"
2019-10-03T12:56:12+09:00,"['word33', 'word416']"
2019-10-03T12:51:52+09:00,"['word33', 'word416']"
2019-10-03T12:51:36+09:00,"['word33', 'word406']"
2019-10-03T12:49:41+09:00,"['word33', 'word406']"
2019-10-03T12:47:29+09:00,"['word33', 'word406']"
2019-10-01T18:26:10+09:00,['word417']
2019-10-01T18:26:04+09:00,"['word47', 'word418']"
2019-10-01T18:25:21+09:00,"['word47', 'word418']"
2019-10-01T18:25:12+09:00,"['word47', 'word80', 'word57']"
2019-10-01T18:22:48+09:00,['word33']
2019-10-01T17:45:02+09:00,"['word85', 'word419', 'word33']"
2019-10-01T16:59:21+09:00,"['word420', 'word421']"
2019-10-01T16:59:15+09:00,"['word420', 'word422', 'word423']"
2019-10-01T16:50:24+09:00,['word424']
2019-10-01T16:48:22+09:00,"['word119', 'word425']"
2019-10-01T16:47:31+09:00,"['word426', 'word425']"
2019-10-01T16:47:29+09:00,['word426']
2019-10-01T16:47:18+09:00,['word426']
